臺南市政府103年度對議員所提地方建設建議事項處理明細表,,,,,,,,,,
至103年12月止,,,,,,,,,,
表4,           (本表為半年報),,,,,,,單位：千元,,
"林美燕
 林燕祝 
 曾培雅  
 黃麗招",楠西區103-照興里三塊厝護岸改善工程, 楠西區 ,"1,500 ","1,050 ",水利工程, 水利局 , 公開招標 ,億益營造工程有限公司,,1
 林慶鎮 ,大內區環湖里竹圍高分29右1排水改善工程, 大內區 ,"3,742 ","1,430 ",水利工程, 水利局 , 辦理發包中 ,,,1
 王定宇 ,左鎮區澄山里南171-1線道路側溝新建工程, 左鎮區 ,460 ,440 ,水利工程, 水利局 , 辦理發包中 ,,,1
 趙昆原 ,鹽水區竹埔里6鄰竹子腳106號之3旁排水溝工程, 鹽水區 ,800 ,800 ,水利工程, 水利局 , 公開取得 ,堉憲營造有限公司 ,,1
 郭秀珠 ,官田區埤寮排水改善工程, 官田區 ,"2,000 ","2,000 ",水利工程, 水利局 , 公開招標 ,瓏泰土木包工業,,1
 賴美惠 ,後壁區嘉苳里南80線旌忠廟前廣場改善工程, 後壁區 ,552 ,552 ,工程建築及設備, 工務局 , 公開招標 ,"皇瑄股份有限公司
雲嘉南實業有限公司",,1
 郭清華 ,安南區四草大眾廟申請刨除料, 安南區  ,131 ,131 ,工程建築及設備, 工務局 , 公開招標 ,"皇瑄股份有限公司
雲嘉南實業有限公司",,1
 陳怡珍 ,開南街與南園街114交叉口路面重鋪案, 北區  ,160 ,160 ,工程建築及設備, 工務局 , 公開招標 ,"皇瑄股份有限公司
雲嘉南實業有限公司",,1
 黃郁文 ,左鎮區澄山里水流東路(山豹段1145、67-4地號)道路改善工程, 左鎮區 ,"1,950 ","1,950 ",工程建築及設備, 工務局 , 公開招標 ,冠得土木包工業,,1
 郭信良 ,白河區關嶺里(芋園高分48-1N3764)芋園部落道路及擋土牆、排水溝改善工程(第二期), 白河區 ,780 ,780 ,工程建築及設備, 工務局 , 公開取得 ,強維營造有限公司,,1
 郭清華 ,海尾代天宮路燈線路整修, 安南區 ,8 ,8 ,工程建築及設備, 工務局 , 開口契約 ,立業實業社,,1
 曾王雅雲 ,仁德里仁德五街及仁中五街路面改善工程, 仁德區 ,"1,242 ","1,242 ",工程建築及設備, 工務局 , 公開招標 ,"皇瑄股份有限公司
雲嘉南實業有限公司",,1
 林志聰 ,新化區礁坑里茄苳坑172線往公墓及鄰近路面整修工程, 新化區 ,591 ,591 ,工程建築及設備, 工務局 , 公開招標 ,國全營造,,1
 蔡淑惠 ,南區中華南路二段400巷道路路面重舖一案, 南區 ,304 ,304 ,工程建築及設備, 工務局 , 公開招標 ,"皇瑄股份有限公司
雲嘉南實業有限公司",,1
 郭秀珠 ,曾文區42里內道路破損申請美瀝包, 曾文區 ,42 ,42 ,工程業務管理, 工務局 , 公開招標 ,郁豐營造有限公司,,1
 張世賢 ,東山區南勢里南勢庄部落(雙溪高幹86右4)道路改善工程, 東山區 ,"1,900 ","1,900 ",工程建築及設備, 工務局 , 公開招標 ,瓏德營造有限公司 ,,1
 賴美惠 ,東山區南勢里(雙溪高幹110)道路排水改善工程, 東山區 ,"1,900 ","1,900 ",工程建築及設備, 工務局 , 公開招標 ,瓏德營造有限公司 ,,1
 陳特清 ,歸仁區南保里保興二街等路面改善工程, 歸仁區 ,647 ,647 ,工程建築及設備, 工務局 , 公開取得 ,弘鋅營造有限公司 ,,1
 林美燕 ,省興南152號前增設路燈, 南區 ,12 ,12 ,工程建築及設備, 工務局 , 開口契約 ,立業實業社,,1
 施重男 ,永康區中華路121巷21號及勝利街58巷等道路改善工程, 永康區  ,"1,088 ","1,088 ",工程建築及設備, 工務局 , 公開招標 ,"雲嘉南實業有限公司
皇瑄股份有限公司
永豐砂石行
浩光企業社",,1
 莊玉珠 ,塩埕路291巷31弄增設路燈1盞，既有燈具換新, 南區 ,33 ,33 ,工程建築及設備, 工務局 , 開口契約 ,立業實業社,,1
 王定宇 ,仁德區仁義里義林路162巷道路改善工程, 仁德區 ,146 ,146 ,工程建築及設備, 工務局 , 公開招標 ,"雲嘉南實業有限公司
皇瑄股份有限公司
永豐砂石行
浩光企業社",,1
 林燕祝 ,永康區永康街136巷13弄、永康街186巷路面老舊待修, 永康區 ,170 ,170 ,工程建築及設備, 工務局 , 公開招標 ,"雲嘉南實業有限公司
皇瑄股份有限公司
永豐砂石行
浩光企業社",,1
 王定宇 ,王定宇議員申請美瀝包200包, 仁德區 ,28 ,28 ,工程業務管理, 工務局 , 公開招標 ,郁豐營造有限公司,,1
 林炳利 ,安南區安昌街174巷61弄巷道路面改善, 安南區 ,130 ,130 ,工程建築及設備, 工務局 , 公開招標 ,"雲嘉南實業有限公司
皇瑄股份有限公司
永豐砂石行
浩光企業社",,1
 林志聰 ,新化區知義里新和庄道路側溝改善工程, 新化區 ,700 ,700 ,工程建築及設備, 工務局 , 公開招標 ,弘岱營造股份有限公司 ,,1
 郭清華 ,青砂街一段695巷140號對面增設路燈, 安南區 ,18 ,18 ,工程建築及設備, 工務局 , 開口契約 ,立業實業社,,1
 杜素吟 ,上崙里德崙路291巷側溝改善工程, 仁德區 ,"1,200 ","1,200 ",建築及設備, 民政局 , 公開招標 ,鴻金營造工程有限公司,,1
 蔡蘇秋金 ,七股區看坪活動中心增設音響設備, 七股區 ,90 ,90 ,建築及設備, 民政局 , 逕洽廠商 ,儷昌電器器材行,,1
 謝龍介 ,北區力行里力行街溝蓋整修工程, 北區 ,96 ,96 ,建築及設備, 民政局 , 逕洽廠商 ,元揚土木包工業,,1
 蔡蘇秋金 ,佳里區安西里老舊巷道改善工程, 佳里區 ,195 ,195 ,建築及設備, 民政局 , 公開招標 ,翔安土木包工業,,1
 賴美惠 ,白河區崎內里1鄰往25公墓道路改善工程, 白河區 ,"1,120 ","1,120 ",建築及設備, 民政局 , 公開取得 ,峻邦營造股份有限公司,,1
 李坤煌 ,永康區神洲里忠孝路76巷內小公園涼亭增設殘障坡道, 永康區 ,98 ,98 ,建築及設備, 民政局 , 辦理發包中 ,,,1
 謝龍介 ,七股區南31-1線溪南里溪南春旁過路箱涵改善工程, 七股區 ,377 ,377 ,漁業建設, 農業局 , 公開招標 ,佳霖土木包工業,,2
 王峻潭 ,玉井區層林里芋匏農路（芋匏高分51電桿旁）改善工程, 玉井區 ,900 ,735 ,農業工程及農路改善, 農業局 , 公開招標 ,銀泰土木包工業,,2
 張世賢 ,東山區南勢里岩坑(2) 農路改善工程, 東山區 ,420 ,420 ,農業工程及農路改善, 農業局 , 公開取得 ,益成土木包工業,,2
 黃麗招 ,103-照興里興南王萊宅農路改善工程, 楠西區 ,360 ,432 ,農業工程及農路改善, 農業局 , 公開招標 ,長青土木包工業,,2
 王峻潭 ,103－東勢埔龍農路改善工程, 楠西區 ,309 ,134 ,農業工程及農路改善, 農業局 , 公開取得 ,振忠土木包工業,,2
 林慶鎮 ,新市區潭頂段750-5等地號柏油工程, 新市區 ,428 ,428 ,農業工程及農路改善, 農業局 , 公開取得 ,弘鋅營造有限公司,,2
 郭信良 ,豐里里排仔（玉馬高幹53）農路改善工程, 玉井區 ,500 ,240 ,農業工程及農路改善, 農業局 , 公開招標 ,冠德土木包工業,,2
 盧崑福 ,大內區環湖里崩坪腳農路改善工程, 大內區 ,506 ,285 ,農業工程及農路改善, 農業局 , 公開招標 ,奕晨土木包工業,,2
 林全忠 ,大內區二溪里往劉陳地區(其瓦高幹90左7)農路改善工程, 大內區 ,672 ,336 ,農業工程及農路改善, 農業局 , 公開招標 ,永大土木包工業,,2
 郭信良 ,103－灣丘新寮草山支線農路改善工程, 楠西區 ,304 ,150 ,農業工程及農路改善, 農業局 , 公開取得 ,佑吉營造有限公司,,2
 林美燕 ,關廟區北花里新埔段137-6地號崩塌地改善工程, 關廟區 ,950 ,950 ,水利工程, 水利局 , 公開招標 ,聯宏土木包工業,,2
 張伯祿 ,關廟區北勢里湖裡崩塌地排水改善工程, 關廟區 ,900 ,700 ,水利工程, 水利局 , 公開招標 ,承立營造有限公司,,2
 張伯祿 ,龍崎區楠坑里向南厝排水溝改善工程, 龍崎區 ,250 ,200 ,水利工程, 水利局 , 公開招標 ,佳泰土木包工業,,2
 陳特清 ,龍崎區楠坑里樹子林九崁溪攔沙壩改善工程, 龍崎區 ,"3,270 ","1,280 ",水利工程, 水利局 , 公開招標 ,昱發土木包工業,,2
 林慶鎮 ,左鎮區澄山里南171-1線道路側溝改善工程, 左鎮區 ,414 ,500 ,水利工程, 水利局 , 辦理發包中 ,,,2
 王定宇 ,南化區南化里南化段495地號旁板橋基礎掏空排水改善工程, 南化區 ,233 ,190 ,水利工程, 水利局 , 辦理發包中 ,,,2
 蔡育輝 ,柳營區北果毅後中排一排水改善工程, 柳營區 ,"1,000 ","1,000 ",水利工程, 水利局 , 公開取得 ,巨曜營造有限公司,,2
 陳文賢 ,官田區渡頭里三塊厝日新營區前路邊排水溝工程, 官田區 ,900 ,900 ,水利工程, 水利局 , 公開招標 ,新志發營造有限公司 ,,2
 郭清華 ,安寧街西側路溝改善工程側繪作業, 安南區  ,57 ,57 ,工程建築及設備, 工務局 , 逕洽廠商 ,權威測量有限公司,,2
 曾培雅 ,東區裕農路668巷、中華東路三段399巷16弄、399巷24弄38號至88號區間路面翻修, 東區  ,804 ,804 ,工程建築及設備, 工務局 , 公開招標 ,"皇瑄股份有限公司
雲嘉南實業有限公司",,2
 黃郁文 ,大豐公園增設錏管支架等工程, 北區  ,93 ,93 ,工程建築及設備, 工務局 , 逕洽廠商 ,竹茂土木包工業,,2
 李文俊 ,善化區文正里進學路善化國小側排水溝改善工程, 善化區 ,"1,950 ","1,950 ",工程建築及設備, 工務局 , 公開招標 ,力品營造有限公司,,2
 林全忠 ,新化區大坑里往啤仔內道路改善工程, 新化區 ,240 ,240 ,工程建築及設備, 工務局 , 公開招標  ,凌暘營造有限公司,,2
 曾順良 ,東區南聖里內裕義路路面重新翻修, 東區 ,"1,760 ","1,760 ",工程建築及設備, 工務局 , 公開招標 ,"皇瑄股份有限公司
雲嘉南實業有限公司",,2
 曾王雅雲 ,龍崎區石石曹里164-1線(含支線)AC路面改善工程, 龍崎區 ,393 ,393 ,工程建築及設備, 工務局 , 公開招標 ,"皇瑄股份有限公司
雲嘉南實業有限公司",,2
 林志聰 ,新化區崙頂社區至高鐵橋下旁路面改善工程及新化區順天宮旁路面改善工程, 新化區 ,303 ,303 ,工程建築及設備, 工務局 , 公開招標 ,國全營造,,2
 林美燕 ,南區興南街252巷(南山段980)內道路多處凹凸不平, 南區  ,58 ,58 ,工程建築及設備, 工務局 , 公開招標 ,"皇瑄股份有限公司
雲嘉南實業有限公司",,2
 莊玉珠 ,南區松安里灣裡路282巷36弄道路路面改善, 南區 ,82 ,82 ,工程建築及設備, 工務局 , 公開招標 ,"皇瑄股份有限公司
雲嘉南實業有限公司",,2
 張世賢 ,東山區南勢里南勢庄部落(雙溪高幹86右3)道路改善工程, 東山區 ,"1,000 ","1,000 ",工程建築及設備, 工務局 , 公開招標 ,瓏德營造有限公司 ,,2
 張世賢 ,東山區嶺南里南99線大石公橋樑引道工程, 東山區 ,"1,100 ","1,100 ",工程建築及設備, 工務局 , 公開取得 ,宏益土木包工業 ,,2
 陳特清 ,歸仁區歸仁里部分路面改善工程, 歸仁區 ,303 ,303 ,工程建築及設備, 工務局 , 公開取得 ,弘鋅營造有限公司,,2
 王錦德 ,長和路二段12巷廢除舊有側溝作為路面使用案, 安南區 ,787 ,787 ,工程建築及設備, 工務局 , 公開招標 ,"雲嘉南實業有限公司
皇瑄股份有限公司
永豐砂石行
浩光企業社",,2
 陳秋萍 ,永康區成功路172巷等道路改善工程, 永康區  ,846 ,846 ,工程建築及設備, 工務局 , 公開招標 ,"雲嘉南實業有限公司
皇瑄股份有限公司
永豐砂石行
浩光企業社",,2
 王錦德 ,七股區十份里黑琵保護中心前產業道路改善工程, 七股區 ,520 ,520 ,工程建築及設備, 工務局 , 公開招標 ,"雲嘉南實業有限公司
皇瑄股份有限公司
永豐砂石行
浩光企業社",,2
"蔡淑惠
 林美燕",萬年公園設置體健設施, 南區 ,99 ,99 ,工程建築及設備, 工務局 , 逕洽廠商 ,宏築興業有限公司,,2
 郭秀珠 ,麻豆區小埤里普庵寺旁部落聯外道路改善工程, 麻豆區 ,520 ,520 ,工程建築及設備, 工務局 , 公開招標 ,"雲嘉南實業有限公司
皇瑄股份有限公司
永豐砂石行
浩光企業社",,2
 郭清華 ,郭清華議員申請20包美瀝包, 安南區 ,3 ,3 ,工程業務管理, 工務局 , 公開招標 ,郁豐營造有限公司,,2
 杜素吟 ,「龍崎區牛埔里瓊仔道路、龍船里4鄰道路、崎頂里市場周邊及162市道等路面改善」及「歸仁區大廟里大廟五街27巷及33巷等路面改善」, 龍崎區 ,868 ,868 ,工程建築及設備, 工務局 , 公開招標 ,"雲嘉南實業有限公司
皇瑄股份有限公司
永豐砂石行
浩光企業社",,2
 賴惠員 ,新營區延平里側溝排水墨端改善工程, 新營區 ,"1,950 ","1,950 ",工程建築及設備, 工務局 , 辦理發包中 ,,,2
 郭清華 ,海環街437巷260號附掛路燈, 安南區 ,18 ,18 ,工程建築及設備, 工務局 , 開口契約 ,立業實業社,,2
 李文俊 ,楠西里中興路74巷.中正路96巷及博愛路51巷道路暨排水改善工程, 楠西區 ,581 ,570 ,建築及設備, 民政局 , 公開取得 ,建欣土木包工業,,2
 謝財旺 ,北門區鯤江里道路改善工程, 北門區 ,600 ,96 ,建築及設備, 民政局 , 逕洽廠商 ,世全土木包工業,,2
 邱莉莉 ,西賢里活動中心購置點歌機組(宥健), 中西區 ,98 ,70 ,建築及設備, 民政局 , 逕洽廠商 ,國展音響有限公司,,2
 侯澄財 ,將軍區將貴里社區道路改善工程, 將軍區 ,470 ,470 ,建築及設備, 民政局 , 公開取得 ,強維營造有限公司,,2
 賴美惠 ,白河區河東里鄰里公園花架工程, 白河區 ,357 ,357 ,建築及設備, 民政局 , 公開取得 ,和晟營造有限公司,,2
 李坤煌 ,永康區忠孝路76巷社區大樓後方排水工程, 永康區 ,99 ,99 ,建築及設備, 民政局 , 逕洽廠商 ,英宏土木包工業,,2
 侯澄財 ,北門區保吉、麗湖及舊埕地區漁塭路面改善工程, 北門區 ,600 ,252 ,漁業建設, 農業局 , 公開招標 ,吉田土木包工業,,3
 王峻潭 ,左鎮區海土坪部落道路邊坡擋土牆及護欄新建工程, 左鎮區 ,540 ,280 ,農業工程及農路改善, 農業局 , 公開招標 ,元第土木包工業,,3
 張世賢 ,白河區虎山里1鄰1-11號旁農路改善工程, 白河區 ,98 ,98 ,農業工程及農路改善, 農業局 , 公開招標 ,承瑋營造有限公司,,3
 黃麗招 ,103-照興里頂湖農路改善工程, 楠西區 ,827 ,819 ,農業工程及農路改善, 農業局 , 公開招標 ,長青土木包工業,,3
 王峻潭 ,玉井區豐里里豐里-斗六農路(內豐高分70左4右7電桿旁)修繕工程, 玉井區 ,270 ,213 ,農業工程及農路改善, 農業局 , 公開招標 ,鎮隆土木包工業,,3
 林慶鎮 ,新市區縱貫鐵路西側農路級配工程(大營段624-4等地號), 新市區 ,530 ,530 ,農業工程及農路改善, 農業局 , 公開取得 ,群謚營造有限公司,,3
 郭信良 ,豐里里口宵里頭前農路（口豐高分9電桿旁二處）改善工程, 玉井區 ,930 ,380 ,農業工程及農路改善, 農業局 , 公開招標 ,冠德土木包工業,,3
 賴美惠 ,東山區東原里大公坑(3)農路改善工程, 東山區 ,950 ,915 ,農業工程及農路改善, 農業局 , 公開取得 ,億興土木包工業,,3
 林全忠 ,大內區環湖里下崁出水農路護坡工程等2處, 大內區 ,412 ,408 ,農業工程及農路改善, 農業局 , 公開招標 ,銀泰土木包工業,,3
 林燕祝 ,新化區那拔里觀音里旁農路改善工程, 新化區 ,998 ,500 ,農業工程及農路改善, 農業局 , 公開招標 ,招盛土木包工業,,3
 林慶鎮 ,玉井區三和里農地排水改善二期工程, 玉井區 ,"1,200 ",810 ,水利工程, 水利局 , 公開招標 ,古都營造有限公司,,3
 張伯祿 ,歸仁區大潭里長榮路二段90巷尾排水改善工程, 歸仁區 ,"1,500 ","1,300 ",水利工程, 水利局 , 公開招標 ,昱發土木包工業,,3
 張伯祿 ,龍崎區楠坑里楠坑集會所左前崩塌地改善工程, 龍崎區 ,700 ,280 ,水利工程, 水利局 , 公開招標 ,佳泰土木包工業,,3
 陳特清 ,龍崎區楠坑里狗頸崙大溪尾野溪整治工程, 龍崎區 ,"1,552 ",920 ,水利工程, 水利局 , 公開招標 ,永興土木包工業,,3
 林宜瑾 ,龍崎區石嘈里刺仔崙19號前崩塌地改善工程, 龍崎區 ,835 ,900 ,水利工程, 水利局 , 辦理發包中 ,,,3
 王定宇 ,龍崎區土崎里烏樹林寶順排水改善工程, 龍崎區 ,420 ,670 ,水利工程, 水利局 , 辦理發包中 ,,,3
 蔡秋蘭 ,佳里區建南里果菜市場水路連接B幹線改善工程, 佳里區 ,"1,500 ","1,500 ",水利工程, 水利局 , 公開招標 ,崴盛土木包工業,,3
 陳朝來 ,佳里區同安中排2-4瓶頸段排水改善工程, 佳里區 ,290 ,300 ,水利工程, 水利局 , 公開招標 ,健曜土木包工業,,3
 林炳利 ,郡安路五段堤頂步道增設花架, 安南區  ,98 ,98 ,工程建築及設備, 工務局 , 逕洽廠商 ,泰霖土木包工業,,3
 李坤煌 ,新市區大社里109號前道路路面改善, 新市區  ,966 ,966 ,工程建築及設備, 工務局 , 公開招標 ,"皇瑄股份有限公司
雲嘉南實業有限公司",,3
 曾培雅 ,裕敬公園增設彈性地墊, 東區  ,94 ,94 ,工程建築及設備, 工務局 , 逕洽廠商 ,宏築興業有限公司,,3
 侯澄財 ,北門區西埔內部落道路排水改善工程, 北門區 ,700 ,700 ,工程建築及設備, 工務局 , 公開取得 ,世全土木包工業 ,,3
 林慶鎮 ,新市區潭頂里361、312、318、318-1、318-2、318-4、318-5號等社區排水溝改善工程, 新市區 ,"1,200 ","1,200 ",工程建築及設備, 工務局 , 公開招標 ,理匠營造有限公司,,3
 曾順良 ,東區崇善十街路面改善重新翻修, 東區  ,420 ,420 ,工程建築及設備, 工務局 , 公開招標 ,"皇瑄股份有限公司
雲嘉南實業有限公司",,3
 林全忠 ,大內區南182-1線頭社高幹57旁道路排水改善工程, 大內區 ,600 ,600 ,工程建築及設備, 工務局 , 公開招標  ,進佶營造有限公司,,3
 謝財旺 ,學甲區新榮里製冰廠旁、寶發路156巷與東竹圍8鄰巷道路面改善工程, 學甲區 ,537 ,537 ,工程建築及設備, 工務局 , 公開招標 ,宏泰吉營造有限公司,,3
 李文正 ,七股區三股子段102-17地號、101-2地號及88-1地號鋪設刨除料, 七股區 ,35 ,35 ,工程建築及設備, 工務局 , 公開招標 ,"皇瑄股份有限公司
雲嘉南實業有限公司",,3
 曾順良 ,東區東智里崇德31街及德東街16巷路面翻修, 東區 ,300 ,300 ,工程建築及設備, 工務局 , 公開招標 ,"皇瑄股份有限公司
雲嘉南實業有限公司",,3
 蔡育輝 ,新營區中營里轄內中山路(台糖鐵道至民族路)側溝改善工程, 新營區 ,"1,900 ","1,900 ",工程建築及設備, 工務局 , 公開招標 ,巨勝土木包工業 ,,3
 李退之 ,東山區南勢里大洋至冷水坑部落(仙公高幹69右17)道路改善工程, 東山區 ,727 ,727 ,工程建築及設備, 工務局 , 公開取得 ,益成土木包工業 ,,3
 陳特清 ,歸仁區七甲里七甲二街、南潭二街130巷及南丁路468巷等路面改善工程, 歸仁區 ,982 ,982 ,工程建築及設備, 工務局 , 公開取得 ,弘鋅營造有限公司 ,,3
 蔡育輝 ,新東里公48公園步道及照明改善工程, 新營區 ,"1,360 ","1,360 ",工程建築及設備, 工務局 , 公開招標 ,積利營造有限公司,,3
 林慶鎮 ,新市區區內各道路AC路面改善工程, 新市區   ,"5,000 ","5,000 ",工程建築及設備, 工務局 , 公開招標 ,"雲嘉南實業有限公司
皇瑄股份有限公司
永豐砂石行
浩光企業社",,3
 張世賢 ,後壁區侯佰里及墨林里里內道路改善, 後壁區 ,100 ,100 ,工程建築及設備, 工務局 , 公開招標 ,"雲嘉南實業有限公司
皇瑄股份有限公司
永豐砂石行
浩光企業社",,3
 莊玉珠 ,南區喜樹路340巷重新翻修路面, 南區 ,346 ,346 ,工程建築及設備, 工務局 , 公開招標 ,"雲嘉南實業有限公司
皇瑄股份有限公司
永豐砂石行
浩光企業社",,3
 郭清華  ,郭清華議員申請美瀝包20包供安南區各里使用, 安南區 ,3 ,3 ,工程業務管理, 工務局 , 公開招標 ,郁豐營造有限公司,,3
 杜素吟 ,仁德區上崙、中洲里內道路破損申請美瀝包, 仁德區 ,14 ,14 ,工程業務管理, 工務局 , 公開招標 ,郁豐營造有限公司,,3
 林美燕 ,南區灣裡路372巷道路凹凸不平鋪設瀝青柏油路面, 南區 ,72 ,72 ,工程建築及設備, 工務局 , 公開招標 ,"雲嘉南實業有限公司
皇瑄股份有限公司
永豐砂石行
浩光企業社",,3
 侯澄財 ,學甲區宅港里慈德宮路面改善工程, 學甲區 ,"1,400 ","1,400 ",工程建築及設備, 工務局 , 公開招標 ,吉田土木包工業,,3
 林炳利 ,安南區安生街147巷13弄巷道路面改善, 安南區 ,160 ,160 ,工程建築及設備, 工務局 , 公開招標 ,"雲嘉南實業有限公司
皇瑄股份有限公司
永豐砂石行
浩光企業社",,3
 王峻潭 ,中正里斗六社區活動中心旁道路改善工程, 玉井區 ,260 ,240 ,建築及設備, 民政局 , 公開招標 ,銀泰土木包工業,,3
 吳通龍 ,麻豆區南勢里簡易運動場新建工程, 麻豆區 ,800 ,700 ,建築及設備, 民政局 , 公開取得 ,菁穎土木包工業,,3
 陸美祈 ,中西區赤崁里活動中心裝設紗門紗窗(宥健), 中西區 ,99 ,92 ,建築及設備, 民政局 , 逕洽廠商 ,翰林格鋁業有限公司,,3
 林志聰 ,大內區頭社教會外牆美化工程, 大內區 ,70 ,70 ,建築及設備, 民政局 , 逕洽廠商 ,思勃銳肯美術社,,3
 陳秋萍 ,新市區永就里南144線部分住宅圍牆彩繪, 新市區 ,96 ,96 ,建築及設備, 民政局 , 逕洽廠商 ,鴻新土木包工業,,3
 張世賢 ,東山區東原里水尾部落到陸(雙溪高幹14右8c2)改善工程, 東山區 ,306 ,306 ,建築及設備, 民政局 , 辦理發包中 ,,,3
 謝財旺 ,光華里舊頭港西埔中排旁漁塭道路改善工程, 學甲區 ,"1,270 ",473 ,漁業建設, 農業局 , 公開招標 ,吉田土木包工業,,4
 王峻潭 ,左鎮區澄山里洪水坑農路支線(天子宮旁道路改善工程), 左鎮區 ,790 ,701 ,農業工程及農路改善, 農業局 , 公開招標 ,國棠工程有限公司,,4
 張世賢 ,白河區崎內里崎內後農路改善工程, 白河區 ,306 ,306 ,農業工程及農路改善, 農業局 , 公開招標 ,承瑋營造有限公司,,4
 楊麗玉 ,六甲區王爺里明樺農路改善工程, 六甲區 ,600 ,375 ,農業工程及農路改善, 農業局 , 公開招標 ,聯美營造有限公司,,4
 王峻潭 ,玉井區沙田里山後農路支線排水(山后高分18左9電桿旁)改善工程, 玉井區 ,520 ,433 ,農業工程及農路改善, 農業局 , 公開招標 ,鎮隆土木包工業,,4
 林燕祝 ,103-灣丘鳳興石弄坑農路改善工程, 楠西區 ,205 ,294 ,農業工程及農路改善, 農業局 , 公開招標 ,佑吉營造有限公司,,4
 郭信良 ,玉井區豐里里南183線支線農路（內豐高分72電桿旁）修繕工程, 玉井區 ,500 ,640 ,農業工程及農路改善, 農業局 , 公開招標 ,冠德土木包工業,,4
 賴美惠 ,東山區南勢里冷水坑農路改善工程, 東山區 ,793 ,525 ,農業工程及農路改善, 農業局 , 公開取得 ,益成土木包工業,,4
 林志聰 ,大內區二溪里其瓦高幹62左6旁農路改善工程, 大內區 ,"2,006 ",478 ,農業工程及農路改善, 農業局 , 公開招標 ,大暉土木包工業,,4
 王峻潭 ,103-灣丘內埔農路改善工程, 楠西區 ,950 ,250 ,農業工程及農路改善, 農業局 , 辦理註銷中 ,,,4
 施重男 ,新化區大坑里車埕段茄苓崁野溪整治工程, 新化區 ,"13,155 ","1,750 ",水利工程, 水利局 , 公開招標 ,世堡土木包工業有限公司,,4
 郭信良 ,關廟區新光里新光國小後方排水改善工程, 關廟區 ,"2,250 ","1,800 ",水利工程, 水利局 , 公開招標 ,承立營造有限公司,,4
 林全忠 ,新化區大坑里中興段地號947號護岸工程, 新化區 ,729 ,730 ,水利工程, 水利局 , 公開招標 ,弘岱營造股份有限公司,,4
 陳特清 ,龍崎區土崎里礁坑仔憲旭崩塌改善工程, 龍崎區 ,"1,300 ",630 ,水利工程, 水利局 , 辦理發包中 ,,,4
 蔡淑惠 ,龍崎區楠坑里楠坑1號橋下游野溪改善工程, 龍崎區 ,900 ,890 ,水利工程, 水利局 , 辦理發包中 ,,,4
 王定宇 ,龍崎區石嘈里石仔坑崩塌地改善工程, 龍崎區 ,849 ,"1,210 ",水利工程, 水利局 , 辦理發包中 ,,,4
 蔡秋蘭 ,佳里區後港中排二之一上游段排水改善工程, 佳里區 ,800 ,800 ,水利工程, 水利局 , 公開取得 ,崴盛土木包工業,,4
